,smiles
6392,C123C45C6(C78C9(C1(OOP(=O)(OO7)OO9)OP(=O)(O2)O4)OP(=O)(O8)O6)OOP(=O)(OO3)OO5
6393,C(C1(C2(OP(=O)(O1)O2)O)O)O
6394,CCCCCCCCCCCCCCCC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])O
6395,CCCCCCCCCCCCCCCC(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])OP(=O)(O)OCC[N+](C)(C)C.[OH-]
6396,CCCCCCCCCCCCCCCC(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])O
6397,CCCCCCCCCCCCCCCC(=[NH+]C1=C(C=CC(=C1)[N+](=O)[O-])O[P+](O)([O-])OCC[N+](C)(C)C)O
6398,CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)N)O
6399,CCCCCCCCCCCCCCCC(=O)NC1=C(C=C2C(=C1)C(=CC(=O)O2)C)O
6400,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)OCC[N+](C)(C)C)N)O.[Cl-]
6401,C[N+](C)(C)CCOP(=O)([O-])OC1=CC=C(C=C1)[N+](=O)[O-]
6402,CCCCCCCCCCCCCCCCCCOCC(CO)O
6403,C1=NC2=C(C(=N1)N)N=CN2C3C4C(C(O3)CO)OP(=O)(O4)O
6404,C1C2C(C(C(O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)[O-]
6405,CC(C)COP(=O)(C)O
6406,CCOP(=O)(C)O
6407,COP(=O)(O)OC
6408,CCOP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]
6409,CC(C)OP(=O)(C)O
6410,C1=CC=C(C=C1)OP(=O)([O-])OC2=CC=C(C=C2)[N+](=O)[O-]
6411,C1=CC=C(C=C1)O[P+](=O)OC2=CC=C(C=C2)[N+](=O)[O-]
6412,CCSCCSP(=O)(OC)OC
6413,C(C(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O)O
6414,C(CP(=O)([O-])[O-])N
6415,C1=CC(=CC=C1C(C(CO)O)O)[N+](=O)[O-]
6416,CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[NH3+])C(C=CCCCCCCCCCCCCC)O
6417,CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN)O
6418,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OC3=CC=C(C=C3)[N+](=O)[O-])O
6419,CC(C1=CC=CC=C1)N2CC3=C(C(=CC=C3)OC)OC2
6420,C1CC(C(C(C1)O)O)O
6421,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
6422,CCCCCCCCCCCCCC(=O)NCCO
6423,CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC(C(=O)O)N
6424,CCCCCC=CCC=CCCCCCCCC(=O)NCCO
6425,C(CO)N(CCO)C(CO)(CO)CO
6426,CCCC(=O)OC(COC(=O)CC)COP(=O)(O)OCC(C(=O)O)N
6427,CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)O)C(C(CCCCCCCCCCCCCC)O)O)O
6428,C(C(CO)N)O
6429,C(COCCO)O
6430,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
6431,CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O
6432,C(C(COP(=O)(O)OCC(COP(=O)(O)OCC(CO)O)O)O)O
6433,CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC
6434,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OS(=O)(=O)O
6435,C1=CC(=C(C=C1CCN)O)OS(=O)(=O)O
6436,C1=CC(=C(C=C1CCN)OS(=O)(=O)O)O
6437,C1=CC(=C(C=C1[N+](=O)[O-])OS(=O)(=O)O)O
6438,C1=C2C(=C(C(=C1O)O)[N+](=O)[O-])OS(=O)(=O)O2
6439,CC(=O)C1=CC=C(C=C1)OS(=O)(=O)O
6440,CC1C(C2C(C(O1)CO2)OC3C(C(C(C(O3)CO)O)OC)O)O
6441,C(C(C1C(=C(C(=O)O1)OS(=O)(=O)O)O)O)O
6442,CC(=O)NC1C(C(C(OC1O)OS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O
6443,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
6444,CNCC(C1=CC(=C(C=C1)OS(=O)(=O)O)O)O
6445,C1=CC=C(C=C1)C(=O)C2=CC3=C(C=C2)C=C(C=C3)OS(=O)(=O)O.[K]
6446,C1=CC(=CC=C1CCN)OS(=O)(=O)O
6447,C1=CC=C(C=C1)COC(=O)C2(C(C(C(C(O2)COS(=O)(=O)O)O)O)N)O
6448,CC(=O)NC1C(C(C(OC1O)CO)OS(=O)(=O)O)O
6449,C(C1C(C(C(C(O1)O)N)O)O)OS(=O)(=O)O
6450,CC(=O)C(=O)C(C(C(C(CO)O)OS(=O)(=O)OC1C(OC(C1O)N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O)N
6451,CC(=O)NC(C=O)C(C(C(CO)O)OS(=O)(=O)O)O
6452,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C=C(O2)C(=O)O)O)O
6453,CC12CCC3C(C1CCC2O)CCC4=CC(CCC34C)OS(=O)(=O)O
6454,CC12CCC(CC1=CCC3C2CCC4(C3CC(C4=O)O)C)OS(=O)(=O)O
6455,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C.O.[Na]
6456,C(C(C(C(C(C=O)O)O)O)O)OS(=O)(=O)O
6457,CC(=O)NC(C=O)C(C(C(COS(=O)(=O)O)O)O)O
6458,CC(=O)NC1C(CC(OC1OC2C(C(OC(C2O)OC3C(OC(C(C3O)NC(=O)C)OC4C(C(OC(C4O)O)COS(=O)(=O)O)O)COS(=O)(=O)O)COS(=O)(=O)O)O)COS(=O)(=O)O)O
6459,C1=CC(=C(N=C1)[N+](=O)[O-])O
6460,CCCCCCCCCCCCCCCCOCC(COC1C(C(C(C(O1)CO)O)OS(=O)(=O)[O-])O)OC(=O)CCCCCCCCCCCCCCC
6461,C1=CC(=CC=C1CC(C(=O)O)N)OS(=O)(=O)O
6462,CC(=O)NC1C(C(C(OC1O)CO)OS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O
6463,C1=CC=C(C(=C1)O)OS(=O)(=O)[O-]
6464,CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)OS(=O)(=O)O)O)NC(=O)CCCCCCCCCCCNS(=O)(=O)C2=CC(=C(C=C2)C3=C4C=CC(=[N+](CC)CC)C=C4OC5=C3C=CC(=C5)N(CC)CC)S(=O)(=O)[O-])O
6465,CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)COS(=O)(=O)O)O)O)O)N)O
6466,CCCCCOCC(COC1C(C(C(C(O1)CO)O)OS(=O)(=O)O)O)O
6467,CCCOP(=O)(C)OC1=CC=C(C=C1)[N+](=O)[O-]
6468,CCOP(=O)(C)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C
6469,CCN(CC)CCSP(=O)(C)OCC(C)C
6470,COP(=S)(OC)OC1=CC(=C(C=C1)[N+](=O)[O-])Cl
6471,CCOP(=O)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C
6472,CCOP(=O)(OCC)OC1=CC=C(C=C1)Cl
6473,CCOP(=O)(C)SCCN(C(C)C)C(C)C
6474,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C
6475,CNC(=O)CSP(=S)(OC)OC
6476,CC(=O)NP(=O)(OC)SC
6477,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C
6478,CCOP(=O)(OCC)SCCSCC
6479,CC1=C(C=CC(=C1)OP(=O)(OC)OC)[N+](=O)[O-]
6480,CCOP(=O)(OCC)OC1=NC(=NC(=C1)C)C(C)C
6481,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C
6482,CN(C)P(=O)(N(C)C)F
6483,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
6484,CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(C)OC3CCCCC3)Cl
6485,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
6486,C1=CC(=CC=C1[N+](=O)[O-])[O-]
6487,COP(=O)(OC)OC=C(Cl)Cl
6488,CCOP(=O)(CC1=CC=C(C=C1)C)OCC
6489,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]
6490,CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O
6491,CCOP(=O)(C#N)N(C)C
6492,CCOP(=O)(OCC)OC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
6493,CC(C)OP(=O)(C)OC1=CC=C(C=C1)[N+](=O)[O-]
6494,CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl
6495,COP(=O)(OC)OC
6496,CP(=O)(OC1CCCCC1)F
6497,CC(C(C)(C)C)OP(=O)(C)F
6498,CCCCOP(=O)(C)O
6499,CC(C(C)(C)C)OP(=O)(CC1=CC=C(C=C1)[N+](=O)[O-])F
6500,C1=CC=C(C=C1)[P+](=O)OCCCC2=CC=C(C=C2)[N+](=O)[O-]
6501,CC(C)(C1=CC=C(C=C1)[N+](=O)[O-])O[P+](=O)C2=CC=CC=C2
6502,C1=CC(=C(C=C1[N+](=O)[O-])Cl)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O
6503,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)F)CO)O)O)O)O
6504,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C2(C(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O
6505,CC1OCC2C(O1)C(C(C(O2)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9=CC=C(C=C9)[N+](=O)[O-])CO)CO)CO)CO)CO)CO)O)O
6506,CC1C(C(C(C(O1)OC2=CNC3=C2C(=C(C=C3)Br)Cl)O)O)O
6507,C1=CC(=C(C=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O
6508,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O
6509,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC6=C3C=CC(=C6)OC7C(C(C(C(O7)CO)O)O)O
6510,C1=CC(=C(C2=C1NC=C2OC3C(C(C(C(O3)CO)O)O)O)Cl)Br
6511,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)O)O)C4=CC=C(C=C4)OC)O)O)O
6512,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)OC6C(C(C(CO6)O)O)O)O)O
6513,C(C1C(C(C(C(O1)[O-])O)O)O)O
6514,CC(=O)NC1C(C(C(OC1OCC2C(C(C(C(O2)OC(C(CO)O)C(C(C=O)O)O)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O)NC(=O)C)O)CO)OC5C(C(C(C(O5)CO)O)O)O)O
6515,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O
6516,C(C1(C(C(C(C(O1)F)O)O)O)F)O
6517,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=CC=C3)O)O)O)O)O)O
6518,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)[N+](=O)[O-])O)O)O)O)O)O
6519,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C#N)C3=CC=CC=C3)O)O)O)O)O)O
6520,C=CCC1=CC=C(C=C1)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O
6521,C1C(C(C(C(O1)OC2=CC=CC=C2[N+](=O)[O-])O)O)O
6522,CC1C(C(C(C(O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O
6523,CC(=O)C1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O
6524,COC1C(C(C(OC1C(=O)O)OC2C(C(COC2OC3COC(C(C3O)O)OC4COC(C(C4O)O)O)O)O)O)O
6525,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
6526,COC(C(C(C=O)O)O)C(C(=O)O)O
6527,COC1C(C(C(OC1C(=O)O)O)O)O
6528,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C(=O)O)C(=O)O
6529,COC1C(C(C(OC1C(=O)[O-])O)O)O
6530,C(C(C(C(C(C=O)O)O)O)O)OC1C(C(C(C(O1)C(=O)O)O)O)O
6531,COC1C(C(C(OC1C(=O)O)OC(C=O)C(C(CO)OC2C(C(C(CO2)OC3C(C(C(CO3)O)O)O)O)O)O)O)O
6532,COC1COC(C(C1O)OC2C(C(C=C(O2)C(=O)O)O)O)OC
6533,COC1C(OC(C(C1O)O)O)CO
6534,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)NC(=O)C)OC3=CC=C(C=C3)[N+](=O)[O-])CO)CO)O)O
6535,COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O
6536,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)N)O)O)O
6537,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)NC(=O)C)(C3=CC=C(C=C3)[N+](=O)[O-])OC(C(CO)O)C(C(C=O)N)O)CO)CO)O)O
6538,CC(=O)[O-].C(C(C(C(C(C=O)O)O)O)O)O.[Na+]
6539,CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)NC(=O)C)O)NC(=O)C)O)NC(=O)C
6540,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)C(=O)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O
6541,C1=CC=C(C=C1)CCC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O
6542,CSCCCC(=NOS(=O)(=O)[O-])SC1C(C(C(C(O1)CO)O)O)O
6543,C1=CC(=CC=C1CC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O)O
6544,C=CC(CC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O)O
6545,CS(=O)C=CCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O
6546,C=CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O
6547,CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O
6548,C1=CC=C(C=C1)CC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O
6549,C=CCC(=NOS(=O)(=O)[O-])SC1C(C(C(C(O1)CO)O)O)O
6550,C=CCC(=NOS(=O)(=O)[O-])SC1C(C(C(C(O1)CO)O)O)O.[K+]
6551,C1=CC=C(C=C1)CCC(=NOS(=O)(=O)[O-])SC2C(C(C(C(O2)CO)O)O)O
6552,CS(=O)(=O)CCCC(=NOS(=O)(=O)[O-])SC1C(C(C(C(O1)CO)O)O)O.[K+]
6553,C1=CC=C2C(=C1)C(=CN2)CC(=NOS(=O)(=O)O)SC3C(C(C(C(O3)CO)O)O)O
6554,CSCCCCC(=NOS(=O)(=O)[O-])SC1C(C(C(C(O1)CO)O)O)O
6555,CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)C
6556,C1C(C(C(O1)OCC2C(C(C(C(O2)OCC3=CC=CC=C3)O)O)O)O)(CO)O
6557,CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)C)C
6558,C1=CC=C(C=C1)CCOC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O
6559,CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(C(O2)CO)O)O)O)O)O)C)C
6560,C1C(C(C(C(O1)OCC2C(C(C(C(O2)[O-])O)O)O)O)O)O
6561,C1C(C(C(C(O1)OCC(C(C(C(C=O)O)O)O)O)O)O)O
6562,C1=CC=C(C=C1)COC2C(C(C(C(O2)COC3C(C(C(O3)CO)O)O)O)O)O
6563,CCC=CCCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O
6564,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3=CC=CC=C3)O)O)O)O)O)O
6565,C1=CC=C(C=C1)CCOC2C(C(C(C(O2)CO)O)O)O
6566,C1C(C(C(O1)O)O)(CO)O
6567,CC(=O)NC1C(C(C(OC1OC2=CC=C(C=C2)N)CO)O)O
6568,C1=CC(=C(C=C1O)[N+](=O)[O-])Cl
6569,CC(=O)NC1C(C(C(OC1OC2=CC=CC=C2)CO)O)O
6570,CC(=O)NC1C(C(C(OC1OC2=CC(=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])CO)O)O
6571,CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)NC(=O)C
6572,C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-]
6573,CC(C(C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC2=CC=C(C=C2)O)N)O
6574,CC1=C(C=NC=C1)C
6575,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OC(C(C=O)O)C(C(CO)O)O)O
6576,C1C(C(C(OC1(C(=O)O)O)C(C(CO)O)O)NC(=O)CN=[N+]=[N-])O
6577,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)O
6578,CCCCCCCCCCCCCCCCCC(=O)NCC(C(C=CCCCCCCCCCCCCC)O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(O)OC6(CC(C(C(O6)C(C(CO)O)O)N)O)C(=O)O)O)N)O)C(=O)O)O)NC(=O)C)OC7(CC(C(C(O7)C(C(CO)O)O)N)O)C(=O)O)O)O)O
6579,CC1=CC(=O)OC2=C1C=CC(=C2)OC3(CC(C(C(O3)C(C(CO)O)O)NC(=O)C)O)C(=O)O
6580,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C2=CNC3=C2C(=C(C=C3)Br)Cl)C(=O)O)O
6581,C1C=C(C([In]1)Br)Cl
6582,C1=CC2=C(C=CC(=C2)Br)C=C1OC3C(C(C(C(O3)CO)O)O)O
6583,C1C(C(C(OC1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O
6584,C1=CC=C(C=C1)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O
6585,C1C(C(OC(C1O)OC2=CC=C(C=C2)[N+](=O)[O-])CO)O
6586,CC(=O)OCC1C(C(C(C(O1)OC2CC3(C(CC(C4C3(CCC4C5(CCC(O5)C(C)(C)O)C)C)O)C6(C2C(C(CC6)O)(C)C)C)C)OC7C(C(C(CO7)O)O)O)O)O
6587,COC1=C(C=C2C(=C1)C3C(CO2)OC4=C(C3O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)CO)O)O)O)OC
6588,CC(C)OC1C(C(C(C(O1)CO)O)O)O
6589,C1=CC(=CC=C1[N+](=O)[O-])SC2C(C(C(C(O2)CO)O)O)O
6590,CC(=CCOC1C(C(C(C(O1)CO)O)O)O)C#N
6591,CCC(C)(C#N)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O
6592,C1C(C=CC1(C#N)OC2C(C(C(C(O2)CO)O)O)O)O
6593,CC(=O)N1CCC2=CC(=C(C=C2C1CC3C(C(OC=C3C(=O)OC)OC4C(C(C(C(O4)CO)O)O)O)C=C)O)O
6594,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O.O
6595,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=C4C=CC(=C5)OC
6596,C1=CC(=CC=C1OC2C(C(C(C(O2)CO)O)O)O)Cl
6597,CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
6598,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(CO1)O)O)O)O)O)O
6599,C1=CC(=CC=C1OC2C(C(C(C(O2)CO)O)O)O)Br
6600,COC1=CC2=C(C=C1)N(C(=O)C(O2)OC3C(C(C(C(O3)CO)O)O)O)O
6601,COC(=O)C1=COC(C(C1CC2C3=C(CCN2)C4=CC=CC=C4N3)C=C)OC5C(C(C(C(O5)CO)O)O)O
6602,COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O
6603,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2C4C(C(C(C(O4)CO)O)O)O)CO)O
6604,CC1C(C(C(C(O1)OC2CC(C=C2)(C#N)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
6605,COC1=CC=C(C=C1)COC2C(C(C(C(O2)CO)O)O)O
6606,C1=CC(=CC=C1COC2C(C(C(C(O2)CO)O)O)O)O
6607,CCC(C)(C#N)OC1C(C(C(C(O1)CO)O)O)O
6608,C(C1C(C(C(C(O1)OC(=C(CC(=O)O)C=CC(=O)O)C#N)O)O)O)O
6609,C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O
6610,CC(C)(C#N)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O
6611,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O
6612,CCC=CCCOC1C(C(C(C(O1)CO)O)O)O
6613,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)O)O)C)C)O)OC7C(C(C(C(O7)CO)O)O)O
6614,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC
6615,CC(C)(C#N)OC1C(C(C(C(O1)CO)O)O)O
6616,CCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC=CCCCCCCCCC)O)O
6617,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
6618,C1=CC(=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)[N+](=O)[O-]
6619,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)O)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O
6620,CC1C(C(C(C(O1)OC2=CC=CC=C2[N+](=O)[O-])O)O)O
6621,C1=CC(=C(C=C1OC2C(C(C(C(O2)CO)O)O)O)[N+](=O)[O-])[N+](=O)[O-]
6622,C1=CC2=C(C=CC(=C2)Br)C(=C1)O
6623,C1C(C(C(O1)C(CO)O)O)O
6624,CC(=O)NC(C=O)C(C(C(COC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)CO)O)O)O
6625,CCNC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCCN)C(=O)NC(C)C(=O)O)C(=O)N
6626,C1(C2C(C(C(=O)O2)O)OC1O)O
6627,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
6628,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O
6629,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O
6630,COC1C(C(C(OC1C(=O)[O-])OC2C(OC(C(C2[O-])NOS(=O)(=O)O)OC)COS(=O)(=O)O)OS(=O)(=O)O)O
6631,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=CC=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O
6632,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)[O-])O)O)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)O)O)OC6C(C(C(C(O6)C(=O)[O-])O)O)O
6633,COC1=CC=C(C=C1)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OC4C(C(C(C(O4)COC5C(C(C(CO5)O)O)O)O)O)O
6634,C1C(C(C(C(O1)OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])F)O)O
6635,C1C(C(C(C(O1)OC2=CC(=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])O)O)O
6636,C1C(C(C(C(O1)OCC2=CC=CC=C2)O)O)O
6637,C1C(C(C(C(O1)OC2=CC3=C(C=C2)C=C(C=C3)Br)O)O)O
6638,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]
6639,C1=C(C(C(C(O1)CO)O)O)O
6640,COC1C(C(C(C(O1)CO)CC2C(C(C(C(O2)CO)O)O)O)O)O
6641,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=CC(=O)N=C4C=C3)S(=O)(=O)C
