,smiles
2395,CCCC1=CC=C(C=C1)F
2396,CCS(=O)C1=CC=CC=C1
2397,CCC1=CC=CC=C1Br
2398,C1CC1C2=CC=CC=C2
2399,C1=CC(C(C(=C1)Br)O)O
2400,CCC1=CC=CC=C1Cl
2401,CC(=CCl)C
2402,CC1=CCC(C=C1)(C)O
2403,C1C(CC2=CC=CC=C21)C(=O)N
2404,CCC1=CC=CC=C1F
2405,CCCCCC(C(C)O)O
2406,C1=CC2=C(C(=C1)Cl)C(=O)C(=C3C(=O)C4=C(N3)C=CC=C4Cl)N2
2407,C(C(=CCl)Cl)O
2408,CC1=CC=C(C(C1O)O)SC
2409,C1=CC=C(C=C1)CC2=CC=CC=C2
2410,C1=CC=C(C(=C1)Br)Br
2411,C1CC2=C(C1O)C=CC(C2O)O
2412,CCC1=CC=CC=C1
2413,CC1=C(C=NC=C1)O
2414,C(CCl)C(=O)CCl
2415,C1C(C1C2=CC=CC=C2)C3=CC=CC=C3
2416,CC1(CC1)C2=CC=CC=C2
2417,C(C(C(CCl)O)O)Cl
2418,C1=CC=C2C(C(C(C2=C1)O)Br)O
2419,CCCC1=CC=C(C=C1)Cl
2420,CC1=CC=CS1
2421,C1CC2=CC=CC=C2C1
2422,C1=CC=C(C=C1)C(F)(F)F
2423,C(C=C(Cl)Cl)O
2424,CCC=CC
2425,C1CC1C2=CC=C(C=C2)Br
2426,COC1=CC=C(C=C1)S(=O)C
2427,C1=CC=C(C=C1)I
2428,CCCCSC1=CC=CC=C1
2429,C=CC(CCl)Cl
2430,C1=CC(=CC2=C1C=CN2)[N+](=O)[O-]
2431,C1C=CC2=CC=CC=C21
2432,C=CS(=O)C1=CC=CC=C1
2433,CC1=CC(C(C=C1)O)O
2434,CC(C)S(=O)C1=CC=CC=C1
2435,C1=CC(=C(C=C1Cl)O)N
2436,C1=CC2=C(C=CN2)C(=C1)Cl
2437,C1=CSC(=C1)Cl
2438,C1CCC(C(C1)C2=CC=CC(C2O)O)O
2439,C1CCC(=CC1)C2=CC=CC=C2
2440,C1=CC(=C(C(=C1)I)O)O
2441,COC1CC2=CC=CC=C2C1
2442,C1=CC=C2C(C=CC2=C1)O
2443,CC1CC2=CC=CC=C2C1
2444,C1C(C2=CC=CC=C2C1O)O
2445,C(=C(Cl)Cl)(Cl)Cl
2446,CC(=O)OC1CC2=CC=CC=C2C1
2447,C1C(CC2=CC=CC=C21)Br
2448,COCS(=O)C1=CC=CC=C1
2449,CC=CBr
2450,CCCS(=O)C1=CC=CC=C1
2451,CCCC1=CC=NC=C1
2452,CCC1=CC=C(C=C1)I
2453,C(=CCl)Cl
2454,CCCCCC=CC
2455,C=C(CCl)Cl
2456,CCC1=CC=CC=C1I
2457,CS(=O)C1=CC=C(C=C1)[N+](=O)[O-]
2458,CCC1=CC=C(C=C1)Cl
2459,CCC1=CC=CS1
2460,CSC1=CC=C(C=C1)[N+](=O)[O-]
2461,COC1=CC2=C(C=C1)NC=C2
2462,C1CCC(CC1)C2=CC=CC=C2
2463,C1C(C(C2=CC=CC=C21)O)Br
2464,CCC1=CC=C(C=C1)F
2465,CCC1=CC=CC=N1
2466,CC=C(Cl)Cl
2467,COC1=CC2=C(C=C1)C=CN2
2468,CCCC1=CC=C(C=C1)Br
2469,CC1C(C2=CC=CC=C2C1O)O
2470,C1CC2=CC=CC=C2OC1
2471,C(C=CCCl)Cl
2472,C1=CC=C2C(=C1)C(=O)C(=C3C=CC4=C(C3=O)NC=C4)N2
2473,CC1=CC(=CC=C1)C
2474,CC(C)C1=CC=CC=C1
2475,C1CCC(CC1)C2=CC=CC(C2O)O
2476,C1CCC2(C(C1)C3=CC=CC(C3O2)O)O
2477,CCC1=CC=NC=C1
2478,CCCC1=CC=CC=C1
2479,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2
2480,C1C(C2=CC=CC=C2C1=O)O
2481,C1=CC2=C(C=C(C=C2)CO)C(C1O)O
2482,CC1=CC2=CC=CC=C2C=C1C
2483,C1=CC=C2C(=C1)C3=C(O2)C(C(C=C3)O)O
2484,CC1=C(C2=C(C=C1)C(=CC=C2)C)C
2485,CC1SC2=CC=CC=C2S1
2486,C1=CC=C2C(C(C(C2=C1)O)O)O
2487,C1=CC=C2C(=C1)C=NC=N2
2488,C1=CC=C2C(=C1)C3=CC=CC=C3O2
2489,CC1=CC2=C(C(=CC=C2)O)N=C1
2490,C1C=CC2=CC=CC=C2C1(O)O
2491,C1C2=C(C(C(C=C2)O)O)C3=CC=CC=C31
2492,C1=CC=C2C(=C1)C=C(C=N2)O
2493,COC1=CC2=C(C=CCC2(O)O)C=C1
2494,C1CC2=CC=CC=C2C3=CC=CC=C31
2495,C1=CC2=CN=CN=C2C(=C1)O
2496,C1=CC=C2C(=C1)C3=CC=CC=C3S2
2497,C1C2=CC=CC=C2CC3=CC=CC=C31
2498,CC1=NC=C2C=CC=C(C2=C1)O
2499,CC1=CC=CC2=C1N=CC=C2
2500,CC1(CC2=C(CO1)C(=O)C3=C(C(=C(C=C3O2)O)O)C(=O)O)O
2501,C1C(C(=O)C2=CC=CC=C2O1)C3=CC=CC=C3
2502,C1CC2=CC=CC=C2C3=C1C=CC(C3O)O
2503,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC(C5O)O)C=C2
2504,CC1=CC2=C(C=CC(C2O)O)C=C1
2505,C1=CC=C2C(=C1)C3=CC=CC=C3S2=O
2506,C1=CC=C2C(=C1)C=C2O
2507,C1C(C2=CC=CC=C2C3=CC=CC=C31)O
2508,CC1=CC=C(C=C1)[N+](=O)[O-]
2509,C1CC=CC2=CC=CC=C2C1
2510,C1=CC=C2C(=C1)C(C(N2)O)O
2511,C1C2=C(CC3=CC=CC=C31)C(C(C=C2)O)O
2512,C1SC2=CC=CC=C2S1
2513,[F-]
2514,C1=CC(=C(C=C1N)O)O
2515,C1=CC=C(C(=C1)C(=O)[O-])Br
2516,C1=CC(=C(C=C1C(=O)[O-])Cl)Cl
2517,C1=CC=C(C(=C1)C(=O)O)Cl
2518,C1=CC(=C(C(=C1)Cl)N)C(=O)[O-]
2519,COC1=CC=CC=C1C(=O)[O-]
2520,C1=CC=C(C(=C1)C(=O)[O-])N
2521,C1=CC(=C(C=C1N)Cl)C(=O)[O-]
2522,C1=CC=C(C(=C1)C(=O)[O-])I
2523,C1=CC=C(C(=C1)C(=O)[O-])F
2524,C1=CC=C(C(=C1)C2=C(C(=CC=C2)O)O)Br
2525,C1=CC=C2C(=C1)C3=C(N2)C=CC(=C3)O
2526,C1CC(=CC=C1C2=CC=C(C=C2)O)O
2527,CC1=CC=C(C=C1)C2=CC=CC=C2
2528,[Hf]
2529,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3O
2530,C1=CC(C(C(=C1)C2=CC=C(C=C2)Cl)O)O
2531,C1=CC=C(C=C1)C2=C(C(=C(C=C2)O)O)O
2532,CC1=CC=C(C=C1)C(=CC=CC(=O)C(=O)O)O
2533,C1=CC=C(C(=C1)C2=C(C(C(C(=C2)Cl)O)O)Cl)Cl
2534,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
2535,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O
2536,C1=CC(=CC=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)O
2537,C1=CC=C(C=C1)C2=CC(C(C=C2)O)O
2538,C1=CC=C2C(=C1)OC3=CC=CC=C3O2
2539,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
2540,C1=CC=C(C(=C1)C2=C(C=CC(=C2O)O)F)F
2541,C1C=CC2=C(C1(O)O)C3=CC=CC=C3O2
2542,C1=CC=C(C(=C1)C2=C(C(=CC=C2)O)O)[N+](=O)[O-]
2543,C1C2=CC=CC=C2OC3=CC=CC=C31
2544,C1=CC=C2C(=C1)NC3=CC=CC=C3S2
2545,C1=CC=C2C(=C1)C3=C4C2=CC(C(C4=CC=C3)O)O
2546,C1=CC=C(C=C1)C2=CC=CC=C2O
2547,CCN1C2=CC=CC=C2C3=CC=CC=C31
2548,C1=CC=C(C(=C1)CC2=C(C(=CC=C2)O)O)O
2549,CN1C2=CC=CC=C2C3=CC=CC=C31
2550,C1=CC=C2C(=C1)NC3=CC=CC=C3O2
2551,C1=CC=C(C(=C1)O)SC2=CC=CC(=C2O)O
2552,C1=CC=C2C(=C1)C3=CC=CC(C3(C2=O)O)O
2553,C1=CC=C2C(=C1)OC3=CC=CC=C3S2
2554,C1=CC=C(C(=C1)O)OC2=CC=CC(=C2O)O
2555,CC1=C(C(=CC=C1)[N+](=O)[O-])[N+](=O)[O-]
2556,CC1=C(C=CC(=C1O)O)[N+](=O)[O-]
2557,C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]
2558,CC1=CC=CC=C1[N+](=O)[O-]
2559,C1=CC=C(C=C1)[N+](=O)[O-]
2560,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-]
2561,CC1=C(C(=C(C=C1)O)O)[N+](=O)[O-]
2562,CC1=C(C(=C(C=C1[N+](=O)[O-])O)O)N
2563,CC1=C(C=CC(=C1)O)[N+](=O)[O-]
2564,C1CNC2=CC=CC=C21
2565,C1=CC=C(C(=C1)[N+](=O)[O-])O
2566,C1=CC(=C(C=C1O)[N+](=O)[O-])O
2567,C1=CC(=C(C(=C1)O)O)[N+](=O)[O-]
2568,CCOC1=CC=CC=C1
2569,CC1=C(C=C(C=C1)N)[N+](=O)[O-]
2570,CC1=CC(=C(C=C1)N)[N+](=O)[O-]
2571,C1=CC(=C(C=C1[N+](=O)[O-])CO)N
2572,C1=CC(=C(C=C1CO)N)[N+](=O)[O-]
2573,CC1=C(C=CC(=C1)N)[N+](=O)[O-]
2574,C1C(C(C2=CC=CC=C21)O)O
2575,C1=CC(=CC(=C1)O)[N+](=O)[O-]
2576,CC1=CCCCC1
2577,CC1CCCC=C1
2578,C1=CC(=CC(=C1)Cl)CC(=O)O
2579,C1=CC=C(C=C1)CC(=O)O
2580,C1=CC(=CC=C1CC(=O)O)O
2581,CC(=O)OC1=CC=C(C=C1)F
2582,C1=C(C=C(C(=C1[N+](=O)[O-])O)C(=O)O)[N+](=O)[O-]
2583,C1=CC(=CC(=C1)O)O
2584,C1=C(C=C(C(=C1I)O)I)I
2585,C1=CC(=C(C=C1CO)O)C(=O)O
2586,C1=CC(=C(C=C1N)[O-])C(=O)O
2587,CC(=O)OC1=CC=CC=C1C(=O)O
2588,COC1=CC(=C(C=C1)C(=O)O)O
2589,C1=CC(=C(C=C1N)O)C(=O)O
2590,N#[N+][O-]
2591,C1=CC(=C(C(=C1)O)C(=O)O)[O-]
2592,CC1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C1(C)O)(C)O
2593,CCC1(C(C(C(=O)OC2CCN3C2C(=CC3)COC1=O)C(C)C)O)O
2594,CC(C)C(C(C)OC)(C(=O)OCC1=CCN2C1C(CC2)O)O
2595,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O
2596,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
2597,CC1C(=O)OC2CC[N+]3(C2C(=CC3)COC(=O)C(C1(C)O)(C)O)[O-]
2598,C1CN2CC=C(C2C1O)CO
2599,CC=C1CC(C(C(=O)OCC2=CC[N+]3(C2C(CC3)OC1=O)[O-])(C)O)C
2600,CC(C)C(C(C)O)(C(=O)OCC1=CC[N+]2(C1C(CC2)O)[O-])O
2601,CC=C1CC(C(C(=O)OCC2=CC[N+]3(C2C(CC3)OC1=O)[O-])(CO)O)C
2602,CC(C)C1C(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C(C)O)O)O
2603,CC=C(C)C(=O)OC1CC[N+]2(C1C(CC2)COC(=O)C(=CC)CO)[O-]
2604,CC=C1CC(=C)C(C(=O)OCC2=CC[N+]3(C2C(CC3)OC1=O)[O-])(C)O
2605,CN1CCCC1C2=CN=CC=C2
2606,CC1C(C(C(=O)OCC2=CCN3C2C(CC3)OC(=O)C1=C)(C)O)C
2607,C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-]
2608,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C
2609,CN1CCCC1C2=C[N+](=CC=C2)[O-]
2610,CC(C)C(C(C)OC)(C(=O)OCC1=CC[N+]2(C1C(CC2)O)[O-])O
2611,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
2612,CC(C)C(C(C)O)(C(=O)OCC1=CCN2C1C(CC2)O)O
2613,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(=CC)CO
2614,CC1C(C(C(=O)OCC2=CC[N+]3(C2C(CC3)OC(=O)C1=C)[O-])(C)O)C
2615,CCC(C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O
2616,CCCCC(C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O
2617,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
2618,CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]
2619,CCC(=O)OP(=O)(O)O
2620,C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O
2621,CC(=O)OP(=O)(O)O
2622,C(C(C(=O)O)O)OP(=O)(O)[O-]
2623,C(C(C(C=O)O)O)OP(=O)(O)O
2624,C(CC=O)CC(=O)[O-]
2625,CCCCCC(=O)[O-]
2626,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)[O-]
2627,C(CS(=O)(=O)[O-])C(=O)[O-]
2628,C(CC(=O)C(=O)O)C=O
2629,CCCCC(=O)[O-]
2630,C(C(=O)[O-])C(=O)[O-]
2631,C(CS(=O)(=O)[O-])C=O
2632,C1CCC(CC1)C(=O)O
2633,C(CC(=O)O)CN=C(N)N
2634,C(CC#N)C=O
2635,C(CC(=O)O)CNCCCN
2636,C(CN)C=O
2637,C(CN=C(N)N)C(=O)O
2638,C(CC=O)CN=C(N)N
2639,C[N+](C)(C)CCCC(=O)[O-]
2640,C(CC=O)CN
2641,C(CCN)CC(=O)O
2642,C(CN)C(=O)O
2643,C(CC(=O)O)CN
2644,CC(C)C(=O)O
2645,C(CC=O)CNC(=O)N
2646,C(CN)C(C=O)O
2647,C(CC(=O)O)CC(=O)O
2648,C(CC=O)CC(=O)O
2649,C(CCO)CC(=O)O
2650,CC=CC=CC(=O)[O-]
2651,C=CC(=O)O
2652,COC1=CC=CC(=C1)C(=O)O
2653,COC(=O)C1=CC=C(C=C1)C(=O)[O-]
2654,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)[O-]
2655,C1=CC=C(C(=C1)C(=O)O)C(=O)[O-]
2656,CC(C)CC(=O)[O-]
2657,CCCC=CC(=O)[O-]
2658,C1=CC(=CC=C1C(=O)O)C(=O)[O-]
2659,COC(=O)C1=CC=C(C=C1)C=O
2660,C1=CC=C(C(=C1)C(=O)[O-])[N+](=O)[O-]
2661,CCCC(=O)[O-]
2662,CC1=CC=CC=C1C(=O)O
2663,CC(=C)C1CCC(=CC1)C(=O)O
2664,COC1=CC=C(C=C1)C(=O)[O-]
2665,CC(C1=CC=CC=C1)C(=O)O
2666,C1=CC2=C3C(=C1)C=C(C4=CC=CC(=C43)C=C2)C(=O)O
2667,CCC1=CC=C(C=C1)C(=O)[O-]
2668,CC(C)C1=CC=C(C=C1)C(=O)O
2669,COC1=CC(=C(C=C1C=O)OC)OC
2670,COC1=CC(=CC(=C1OC)OC)C(=O)O
2671,COC1=C(C=C(C=C1)C(=O)O)OC
2672,C1=CC(=C(C=C1O)C=O)O
2673,COC1=C(C=C(C=C1)C(=O)[O-])OC
2674,C(C(C(=O)O)O)OP(=O)(O)O
2675,C#CC(=O)O
2676,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O
2677,C1=CC(=C(C=C1C=O)[N+](=O)[O-])O
2678,CC(=O)NCCCC(=O)[O-]
2679,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCC(=O)O
2680,C1=CC=C(C=C1)COC(=O)CCl
2681,C(=O)(C(Cl)(Cl)Cl)[O-]
2682,COC1=C(C=CC(=C1)CC(=O)O)O
2683,C[N+](C)(C)CCCC=O
2684,CC(C)CC(=O)O
2685,C(C(CO[N+](=O)[O-])O)O[N+](=O)[O-]
2686,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-]
2687,COC1=C(C=C(C=C1)C(=O)O)[O-]
2688,C1C2=CC=CC=C2C3=C1C=C(C=C3)C=O
2689,C(C=O)P(=O)(O)O
2690,CC(CCCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C)C=O
2691,C1=CC=C(C(=C1)C=O)C=O
2692,CCCCCC(C=CC(=O)O)O
2693,C1=CC=C2C(=C1)C(=CC=N2)C(=O)[O-]
2694,CN(C)C1=CC=C(C=C1)C(=O)[O-]
2695,CC(C(=O)O)C(=O)O
2696,C(=CCl)C=O
2697,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C=O
2698,C1=CC=C2C(=C1)C=C(C=N2)C(=O)[O-]
2699,C(C(=O)O)Cl
2700,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CNC5=O)O)O)O)O
2701,C1=CC=C2C(=C1)C(=CN2)C(=O)O
2702,CC(C)(C)C=O
2703,C1=CC=C2C(=C1)C(=CC=C2[N+](=O)[O-])C=O
2704,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-]
2705,C(C(=O)O)P(=O)(O)O
2706,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
2707,COC1=C(C=CC(=C1)CC=O)O
2708,C1=C(NC=N1)CC(=O)O
2709,C1=CC(=CC=C1CC=O)Cl
2710,C1=CC(=C(C(=C1)[N+](=O)[O-])O)C(=O)O
2711,C1=CC(=CC=C1C=CC=O)[N+](=O)[O-]
2712,CC(=O)NCCCC(=O)O
2713,C1=CC=C2C(=C1)C(=CC=N2)C=O
2714,CCCCCC(=O)C=CC(=O)O
2715,C1=CC(=CC=C1C#N)C(=O)[O-]
2716,C1=CC=C(C=C1)CCC(=O)O
2717,C(COP(=O)(N)N(CCCl)CCCl)C=O
2718,CN(C)C1=CC2=C(C=C1)C=C(C=C2)C=O
2719,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)[O-]
2720,C(CCCC=O)CCCC(=O)[O-]
2721,C1=CC(=CC(=C1)Cl)C(=O)O
2722,COC1=CC2=C(C=C1)NC=C2C=O
2723,CC(C)(C)C(=O)[O-]
2724,COC1=CC=CC=C1C(=O)O
2725,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
2726,C1=COC(=C1)C(=O)O
2727,C1=CC(=CC=C1CC=O)F
2728,C1=CC(=CN=C1)C(=O)[O-]
2729,C1=CC=C2C(=C1)C=C(C=N2)C=O
2730,CC(C)CCCC(C)CCCC(C)CCCC(=CC(=O)O)C
2731,CC(=O)NCCCC=O
2732,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)O
2733,CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(=O)O
2734,COC1=CC2=C(C=CC(=C2)C(=O)O)C=C1
2735,C(=CCl)C(=O)O
2736,CN(C)C1=CC=C(C=C1)C=CC=O
2737,C1=C(NC=N1)CC=O
2738,CC(=CCCC(=CC(=O)O)C)C
2739,C1=CC2=C(C=CC=C2Br)C(=C1)C=O
2740,C(=CC(=O)O)C=C(C(=O)O)N
2741,C(=C(C(=O)O)[O-])C=C(C(=O)[O-])Cl
2742,C(C=CC(=O)O)C(=O)C(=O)O
2743,C(=CC=O)C=C(C(=O)O)N
2744,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)[O-])C)C
2745,C1=CC=C(C=C1)CCCC(=O)[O-]
2746,CCCCCC=CC(=O)[O-]
2747,C1=CC=C(C(=C1)C=O)C#N
2748,CCC(C)C(=O)[O-]
2749,C1COP(=O)(NC1OO)N(CCCl)CCCl
2750,C1=CC=C(C(=C1)C#N)C(=O)[O-]
2751,C(=CC=O)C=CC=O
2752,C(CC(=O)O)C(CC(=O)O)C(=O)O
2753,C1COP(=O)(NC1SCCS(=O)(=O)O)N(CCCl)CCCl
2754,CC(C)CC(C)(C=O)N
2755,C[N+](C)(C)CCCC(=O)O
2756,CCCCCCCCCCCCCC=CC(=O)O
2757,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCCCCCCCC(=O)O
2758,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCCCCCCCC=O
2759,CC=CC(=O)O
2760,CN1C=C(N=C1)CC(=O)O
2761,C1=CN=CC=C1C(=O)[O-]
2762,C1=CC(=CC=C1C(=O)[O-])Br
2763,COC1=C(C=CC(=C1)C(C=O)O)O
2764,C1=COC(=C1)C(=O)[O-]
2765,C(=O)(C(Cl)(Cl)Cl)O
2766,CN1C=C(N=C1)CC=O
2767,C(COP(=O)(N)N(CCCl)CCCl)C(=O)O
2768,C1=CC=C(C=C1)C(COC(=O)N)C=O
2769,C1=CC(=C(C=C1Cl)C=O)O
2770,C(C(=O)[O-])F
2771,C(C=O)F
2772,C(C(=O)O)F
2773,C1=CC(=C(C(=C1)O)C=O)O
2774,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC=CCC(=O)O)O
2775,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC=CCC(=O)[O-])O
2776,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC=CCC=O)O
2777,C[S+](C)CCC=O
2778,CC(=O)OC1=CC=CC=C1
2779,C(CN)CN
2780,CC(=CC=C(C(=O)O)O)C(=O)O
2781,C(=C(C(=O)O)O)C=C(C(=O)O)Cl
2782,C(C(C=O)O)C(C(=O)O)N
2783,C1C(C=NC1C(=O)O)O
2784,C(CC=O)CC(C(=O)O)N
2785,C1CC(NC1)C(=O)O
2786,C(CC(=O)[O-])CNC(=O)CCC(C(=O)[O-])[NH3+]
2787,C(CC(=O)O)CNC(=O)CCC(C(=O)O)N
2788,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
2789,[B-](F)(F)(F)F.C1=CC=C[CH+]C=C1
2790,CN=C(NCC1CCOC1)N[N+](=O)[O-]
2791,CC(C(=O)O)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl
2792,CCN(CC1=CN=C(C=C1)Cl)C(=C[N+](=O)[O-])NC
2793,C1=CC=CC(=O)C=C1
2794,C1=CC(=C[N+](=C1)[O-])C(=O)N
2795,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl
2796,COC1=CC2=C(C=C1)NC=NC2=O
2797,C1CC1C2=C(C=NN2C3=CC=CC4=C3C=CC=N4)C(=O)N=C(N)N
2798,C1=CC2=C(N=C1)N=CN2
2799,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
2800,COC1=CC2=CC=CC=C2C=C1C(=O)O
2801,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
2802,C1CC2=C(C1O)N=CN=C2NC3=CC=C(C=C3)C#N
2803,C1=C2C=NNC2=NC=N1
2804,COC1=CC2=CC=CC=C2C=C1C=O
2805,C1CN=C(N1)NC2=C(C3=C(C=C2)NCC(=O)N3)Br
2806,[O-][Mn](=O)(=O)=O
2807,C1=CC(=CNO)C(=O)C=C1
2808,C1=CC=C2C(=C1)C=CNC2=O
2809,C1=CC2=C(C=C1Cl)C(=O)NC(=O)N2
2810,C1=CN(C(=O)N=C1)C2C(C(C(O2)CO)O)O
2811,C1=CC=C(C=C1)CS(=O)CC2=CC=CC=C2
2812,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl
2813,CN(CC1=NC2=C(NC1=O)N=C(N=C2N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
2814,C1=CC=C2C(=C1)C(=O)NC(=O)N2
2815,C1=C2C(=NC(=O)NC2=O)NN1
2816,CCCC=CC=CCCCCCCCCC=O
2817,CN=C(NCC1=CN=C(S1)Cl)N[N+](=O)[O-]
2818,C1=CN=C2C(=N1)C=NC=N2
2819,C1=NC2=C(N1)C(=S)N=CN2
2820,C[N+](C)(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)[O-]
2821,CCCC=CC(=O)O
2822,COC1=CC2=C(C=C1)NC(=O)NC2=O
2823,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
2824,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
2825,C1=CC=C2C=NN=CC2=C1
2826,C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-]
2827,C1=CC(=CC(=C1)N)C(=N)N
2828,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)O)O)O
2829,CSC1=NC=NC2=C1NC(=O)N2
2830,CCC(CC)C(=O)[O-]
2831,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N
2832,C1=CNC(=O)N=C1
2833,C1CN=C(N1)NC2=C(C3=C(C=C2)NC(=O)C=N3)Br
2834,CC1=CC2=C(C=C1)NC=NC2=O
2835,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
2836,CC1=CC2=C(C=C1)NC(=O)NC2=O
2837,CCN(C1=CC=CC(=C1)C2=CC(=O)N=C3N2NC=C3C#N)C(=O)C
2838,CCCCC=CCC=CCCCCCCCCC(=O)O
2839,CC1=NC=C(C(=C1O)C(=O)O)CO
2840,CN1C=C(C=CC1=O)C(=O)N
2841,C1=NC2=C(N1)C(=S)NC(=O)N2
2842,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
2843,C1=C2C(=NC=NC2=O)NN1
2844,C1=CC=C(C=C1)C(=N)N
2845,CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C
2846,C[N+](C)(CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31)[O-]
2847,CC[N+]1=CC2=CC=CC=C2C3=CC=CC=C3C1
2848,C1=CC=C2C(=C1)C=NNC2=O
2849,C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1
2850,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC(=O)N3)N
2851,CC1=CC(=O)CC(C1(C=CC(=CC=O)C)O)(C)C
2852,CN1C=CC(=O)C(=C1)C(=O)N
2853,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl
2854,C1C2=C(C=CC(=C2)C#N)C(O1)(CCC=O)C3=CC=C(C=C3)F
